tanggal,stasiun,curah_hujan,suhu,kelembapan,kecepatan_angin,arah_angin,gelombang_signifikan,arus_laut,arah_arus_laut,latitude,longitude
2024-06-13,Stasiun Meteorologi Dhoho,0.1,27.9,70.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-13,Stasiun Klimatologi Jawa Timur,,25.0,82.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-13,Stasiun Geofisika Malang,0.0,27.9,70.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-13,Stasiun Geofisika Nganjuk,1.6,23.5,85.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-13,Stasiun Meteorologi Sangkapura,0.1,,93.0,4.0,89,0.20574,0.0,90,-5.8511,112.6578
2024-06-14,Stasiun Meteorologi Juanda,,28.5,85.0,0.0,270,0.0,8.0455,328,-7.37235119,112.7816993
2024-06-14,Stasiun Meteorologi Perak 1,0.1,29.6,75.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-14,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.8,76.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-14,Stasiun Meteorologi Trunojoyo,,28.5,83.0,3.0,102,0.00873,0.0,90,-7.03976,113.914
2024-06-14,Stasiun Meteorologi Tuban,0.0,28.5,82.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-14,Stasiun Meteorologi Banyuwangi,,27.0,83.0,0.0,270,0.0,32.0,115,-8.214848016,114.3553195
2024-06-14,Stasiun Geofisika Pasuruan,5.9,22.5,94.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-14,Stasiun Meteorologi Dhoho,0.0,28.0,77.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-14,Stasiun Klimatologi Jawa Timur,0.0,25.6,81.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-14,Stasiun Geofisika Malang,0.0,28.3,73.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-14,Stasiun Geofisika Nganjuk,5.6,23.8,87.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-14,Stasiun Meteorologi Sangkapura,57.8,28.4,86.0,4.0,85,0.12113,0.0,90,-5.8511,112.6578
2024-06-15,Stasiun Meteorologi Juanda,35.8,27.9,85.0,0.0,270,0.0,9.14002,307,-7.37235119,112.7816993
2024-06-15,Stasiun Meteorologi Perak 1,0.2,29.3,79.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-15,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.5,78.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-15,Stasiun Meteorologi Trunojoyo,4.8,28.6,84.0,4.0,103,0.04823,0.0,90,-7.03976,113.914
2024-06-15,Stasiun Meteorologi Tuban,,27.3,84.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-15,Stasiun Meteorologi Banyuwangi,,26.7,82.0,0.0,270,0.0,22.0,118,-8.214848016,114.3553195
2024-06-15,Stasiun Geofisika Pasuruan,26.5,,,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-15,Stasiun Meteorologi Dhoho,0.1,28.0,75.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-15,Stasiun Klimatologi Jawa Timur,2.2,25.8,76.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-15,Stasiun Geofisika Malang,0.0,27.6,76.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-15,Stasiun Geofisika Nganjuk,7.5,24.0,85.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-15,Stasiun Meteorologi Sangkapura,0.4,29.2,81.0,7.0,104,0.16045,0.0,90,-5.8511,112.6578
2024-06-16,Stasiun Meteorologi Juanda,0.3,28.9,78.0,0.0,270,0.0,16.14187,304,-7.37235119,112.7816993
2024-06-16,Stasiun Meteorologi Perak 1,6.5,29.3,74.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-16,Stasiun Meteorologi Maritim Tanjung Perak,1.5,29.7,74.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-16,Stasiun Meteorologi Trunojoyo,0.6,28.8,79.0,4.0,108,0.06867,0.0,90,-7.03976,113.914
2024-06-16,Stasiun Meteorologi Tuban,3.0,28.4,80.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-16,Stasiun Meteorologi Banyuwangi,0.1,27.1,78.0,0.0,270,0.0,21.0,115,-8.214848016,114.3553195
2024-06-16,Stasiun Geofisika Pasuruan,,22.5,87.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-16,Stasiun Meteorologi Dhoho,0.0,28.4,69.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-16,Stasiun Klimatologi Jawa Timur,0.0,25.9,71.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-16,Stasiun Geofisika Malang,,28.1,66.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-16,Stasiun Geofisika Nganjuk,,24.0,76.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-16,Stasiun Meteorologi Sangkapura,0.0,29.5,78.0,8.0,100,0.35183,0.0,90,-5.8511,112.6578
2024-06-17,Stasiun Meteorologi Juanda,0.0,29.4,72.0,0.0,270,0.0,16.35153,291,-7.37235119,112.7816993
2024-06-17,Stasiun Meteorologi Perak 1,0.6,29.6,70.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-17,Stasiun Meteorologi Maritim Tanjung Perak,0.1,29.7,71.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-17,Stasiun Meteorologi Trunojoyo,1.6,28.0,80.0,5.0,106,0.08098,0.0,90,-7.03976,113.914
2024-06-17,Stasiun Meteorologi Tuban,0.1,28.6,77.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-17,Stasiun Meteorologi Banyuwangi,,26.9,82.0,0.0,270,0.0,22.0,121,-8.214848016,114.3553195
2024-06-17,Stasiun Geofisika Pasuruan,,23.4,83.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-17,Stasiun Meteorologi Dhoho,0.0,28.4,71.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-17,Stasiun Klimatologi Jawa Timur,0.0,25.8,72.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-17,Stasiun Geofisika Malang,0.0,28.7,69.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-17,Stasiun Geofisika Nganjuk,,24.6,80.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-17,Stasiun Meteorologi Sangkapura,0.1,29.2,79.0,10.0,110,0.55746,0.0,90,-5.8511,112.6578
2024-06-18,Stasiun Meteorologi Juanda,,28.3,72.0,0.0,270,0.0,17.7376,291,-7.37235119,112.7816993
2024-06-18,Stasiun Meteorologi Perak 1,0.0,29.1,67.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-18,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.3,67.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-18,Stasiun Meteorologi Trunojoyo,2.3,28.3,70.0,5.0,103,0.09249,0.0,90,-7.03976,113.914
2024-06-18,Stasiun Meteorologi Tuban,0.0,27.9,74.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-18,Stasiun Meteorologi Banyuwangi,0.0,26.3,78.0,0.0,270,0.0,20.0,113,-8.214848016,114.3553195
2024-06-18,Stasiun Geofisika Pasuruan,,20.0,91.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-18,Stasiun Meteorologi Dhoho,,28.2,71.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-18,Stasiun Klimatologi Jawa Timur,0.0,25.7,67.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-18,Stasiun Geofisika Malang,0.0,28.1,67.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-18,Stasiun Geofisika Nganjuk,,23.6,70.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-18,Stasiun Meteorologi Sangkapura,0.1,29.1,72.0,11.0,111,0.68194,0.0,90,-5.8511,112.6578
2024-06-19,Stasiun Meteorologi Juanda,,27.8,73.0,0.0,270,0.0,14.79071,292,-7.37235119,112.7816993
2024-06-19,Stasiun Meteorologi Perak 1,,28.5,66.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-19,Stasiun Meteorologi Maritim Tanjung Perak,,28.6,68.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-19,Stasiun Meteorologi Trunojoyo,0.0,27.9,73.0,4.0,109,0.07205,0.0,90,-7.03976,113.914
2024-06-19,Stasiun Meteorologi Tuban,0.0,27.4,73.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-19,Stasiun Meteorologi Banyuwangi,,26.3,77.0,0.0,270,0.0,15.0,120,-8.214848016,114.3553195
2024-06-19,Stasiun Geofisika Pasuruan,,22.6,79.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-19,Stasiun Meteorologi Dhoho,0.0,27.5,66.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-19,Stasiun Klimatologi Jawa Timur,0.0,24.5,66.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-19,Stasiun Geofisika Malang,0.0,27.0,64.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-19,Stasiun Geofisika Nganjuk,0.0,23.5,69.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-19,Stasiun Meteorologi Sangkapura,,28.9,75.0,10.0,105,0.55837,0.0,90,-5.8511,112.6578
2024-06-20,Stasiun Meteorologi Juanda,,27.6,77.0,0.0,270,0.0,5.21177,242,-7.37235119,112.7816993
2024-06-20,Stasiun Meteorologi Perak 1,0.0,28.4,66.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-20,Stasiun Meteorologi Maritim Tanjung Perak,0.0,28.7,65.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-20,Stasiun Meteorologi Trunojoyo,0.0,27.5,72.0,5.0,119,0.07582,0.0,90,-7.03976,113.914
2024-06-20,Stasiun Meteorologi Tuban,0.0,27.3,73.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-20,Stasiun Meteorologi Banyuwangi,0.0,26.4,76.0,0.0,270,0.0,12.0,139,-8.214848016,114.3553195
2024-06-20,Stasiun Geofisika Pasuruan,0.0,22.4,75.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-20,Stasiun Meteorologi Dhoho,0.0,27.6,67.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-20,Stasiun Klimatologi Jawa Timur,0.0,25.3,66.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-20,Stasiun Geofisika Malang,0.0,27.5,64.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-20,Stasiun Geofisika Nganjuk,0.0,23.0,69.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-20,Stasiun Meteorologi Sangkapura,,28.5,74.0,10.0,111,0.57648,0.0,90,-5.8511,112.6578
2024-06-21,Stasiun Meteorologi Juanda,0.0,27.6,73.0,0.0,270,0.0,7.99453,254,-7.37235119,112.7816993
2024-06-21,Stasiun Meteorologi Perak 1,0.0,28.4,65.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-21,Stasiun Meteorologi Maritim Tanjung Perak,0.0,28.6,64.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-21,Stasiun Meteorologi Trunojoyo,0.0,27.7,72.0,5.0,123,0.08177,0.0,90,-7.03976,113.914
2024-06-21,Stasiun Meteorologi Tuban,0.0,27.2,68.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-21,Stasiun Meteorologi Banyuwangi,,26.4,76.0,0.0,270,0.0,20.0,122,-8.214848016,114.3553195
2024-06-21,Stasiun Geofisika Pasuruan,,22.4,77.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-21,Stasiun Meteorologi Dhoho,0.0,26.7,67.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-21,Stasiun Klimatologi Jawa Timur,0.0,24.6,66.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-21,Stasiun Geofisika Malang,0.0,27.2,63.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-21,Stasiun Geofisika Nganjuk,,23.0,71.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-21,Stasiun Meteorologi Sangkapura,0.0,28.6,73.0,10.0,111,0.56267,0.0,90,-5.8511,112.6578
2024-06-22,Stasiun Meteorologi Juanda,,28.0,78.0,0.0,270,0.0,3.90512,220,-7.37235119,112.7816993
2024-06-22,Stasiun Meteorologi Perak 1,0.0,29.0,65.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-22,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.1,65.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-22,Stasiun Meteorologi Trunojoyo,0.0,28.8,71.0,4.0,124,0.07622,0.0,90,-7.03976,113.914
2024-06-22,Stasiun Meteorologi Tuban,0.0,28.1,68.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-22,Stasiun Meteorologi Banyuwangi,,26.9,80.0,0.0,270,0.0,17.0,125,-8.214848016,114.3553195
2024-06-22,Stasiun Geofisika Pasuruan,,22.9,72.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-22,Stasiun Meteorologi Dhoho,,27.8,66.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-22,Stasiun Klimatologi Jawa Timur,0.0,24.6,71.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-22,Stasiun Geofisika Malang,0.0,27.0,67.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-22,Stasiun Geofisika Nganjuk,,23.9,70.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-22,Stasiun Meteorologi Sangkapura,0.0,28.8,77.0,10.0,116,0.54599,0.0,90,-5.8511,112.6578
2024-06-23,Stasiun Meteorologi Juanda,0.0,28.0,77.0,0.0,270,0.0,10.33259,189,-7.37235119,112.7816993
2024-06-23,Stasiun Meteorologi Perak 1,0.0,28.7,71.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-23,Stasiun Meteorologi Maritim Tanjung Perak,0.0,28.9,71.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-23,Stasiun Meteorologi Trunojoyo,,28.3,79.0,3.0,119,0.04922,0.0,90,-7.03976,113.914
2024-06-23,Stasiun Meteorologi Tuban,,27.9,73.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-23,Stasiun Meteorologi Banyuwangi,0.0,26.3,84.0,0.0,270,0.0,10.0,138,-8.214848016,114.3553195
2024-06-23,Stasiun Geofisika Pasuruan,,21.2,88.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-23,Stasiun Meteorologi Dhoho,0.0,27.7,68.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-23,Stasiun Klimatologi Jawa Timur,0.0,24.5,75.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-23,Stasiun Geofisika Malang,0.0,26.1,74.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-23,Stasiun Geofisika Nganjuk,0.0,23.8,82.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-23,Stasiun Meteorologi Sangkapura,0.0,28.1,83.0,7.0,105,0.38979,0.0,90,-5.8511,112.6578
2024-06-24,Stasiun Meteorologi Juanda,,27.9,80.0,0.0,270,0.0,16.6307,169,-7.37235119,112.7816993
2024-06-24,Stasiun Meteorologi Perak 1,,28.4,75.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-24,Stasiun Meteorologi Maritim Tanjung Perak,,28.4,76.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-24,Stasiun Meteorologi Trunojoyo,3.9,26.9,85.0,4.0,115,0.06768,0.0,90,-7.03976,113.914
2024-06-24,Stasiun Meteorologi Tuban,,27.3,79.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-24,Stasiun Meteorologi Banyuwangi,0.6,25.3,86.0,0.0,270,0.0,16.0,136,-8.214848016,114.3553195
2024-06-24,Stasiun Geofisika Pasuruan,,23.2,85.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-24,Stasiun Meteorologi Dhoho,0.0,27.3,67.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-24,Stasiun Klimatologi Jawa Timur,0.0,24.2,77.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-24,Stasiun Geofisika Malang,0.0,26.6,71.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-24,Stasiun Geofisika Nganjuk,,24.2,85.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-24,Stasiun Meteorologi Sangkapura,8.5,27.8,82.0,10.0,100,0.49095,0.0,90,-5.8511,112.6578
2024-06-25,Stasiun Meteorologi Juanda,0.1,28.7,81.0,0.0,270,0.0,11.96265,183,-7.37235119,112.7816993
2024-06-25,Stasiun Meteorologi Perak 1,0.0,29.5,72.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-25,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.6,71.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-25,Stasiun Meteorologi Trunojoyo,2.0,28.5,77.0,4.0,121,0.06947,0.0,90,-7.03976,113.914
2024-06-25,Stasiun Meteorologi Tuban,0.0,28.1,75.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-25,Stasiun Meteorologi Banyuwangi,6.8,26.3,82.0,0.0,270,0.0,21.0,118,-8.214848016,114.3553195
2024-06-25,Stasiun Geofisika Pasuruan,1.0,22.3,92.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-25,Stasiun Meteorologi Dhoho,0.1,28.3,67.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-25,Stasiun Klimatologi Jawa Timur,0.0,24.5,75.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-25,Stasiun Geofisika Malang,0.0,27.5,68.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-25,Stasiun Geofisika Nganjuk,,24.5,82.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-25,Stasiun Meteorologi Sangkapura,0.1,28.5,83.0,8.0,106,0.44689,0.0,90,-5.8511,112.6578
2024-06-26,Stasiun Meteorologi Juanda,,29.1,77.0,0.0,270,0.0,9.48538,195,-7.37235119,112.7816993
2024-06-26,Stasiun Meteorologi Perak 1,,29.6,72.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-26,Stasiun Meteorologi Maritim Tanjung Perak,,29.9,72.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-26,Stasiun Meteorologi Trunojoyo,0.0,28.1,81.0,3.0,104,0.04168,0.0,90,-7.03976,113.914
2024-06-26,Stasiun Meteorologi Tuban,0.2,28.6,76.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-26,Stasiun Meteorologi Banyuwangi,,26.6,82.0,0.0,270,0.0,26.0,133,-8.214848016,114.3553195
2024-06-26,Stasiun Geofisika Pasuruan,,,84.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-26,Stasiun Meteorologi Dhoho,0.0,28.9,66.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-26,Stasiun Klimatologi Jawa Timur,,26.0,69.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-26,Stasiun Geofisika Malang,0.0,29.4,66.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-26,Stasiun Geofisika Nganjuk,,24.7,78.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-26,Stasiun Meteorologi Sangkapura,1.2,28.1,84.0,7.0,98,0.36664,0.0,90,-5.8511,112.6578
2024-06-27,Stasiun Meteorologi Juanda,,28.9,82.0,0.0,270,0.0,4.65027,269,-7.37235119,112.7816993
2024-06-27,Stasiun Meteorologi Perak 1,0.0,29.5,77.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-27,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.8,75.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-27,Stasiun Meteorologi Trunojoyo,0.0,29.0,82.0,3.0,100,0.0264,0.0,90,-7.03976,113.914
2024-06-27,Stasiun Meteorologi Tuban,,28.8,79.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-27,Stasiun Meteorologi Banyuwangi,0.0,27.6,80.0,0.0,270,0.0,37.0,125,-8.214848016,114.3553195
2024-06-27,Stasiun Geofisika Pasuruan,,21.0,91.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-27,Stasiun Meteorologi Dhoho,0.0,28.8,72.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-27,Stasiun Klimatologi Jawa Timur,0.0,26.5,70.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-27,Stasiun Geofisika Malang,0.0,28.4,71.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-27,Stasiun Geofisika Nganjuk,0.0,24.5,85.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-27,Stasiun Meteorologi Sangkapura,0.0,28.6,85.0,6.0,101,0.25264,0.0,90,-5.8511,112.6578
2024-06-28,Stasiun Meteorologi Juanda,32.4,28.5,82.0,0.0,270,0.0,9.98461,304,-7.37235119,112.7816993
2024-06-28,Stasiun Meteorologi Perak 1,0.0,29.3,78.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-28,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.5,77.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-28,Stasiun Meteorologi Trunojoyo,0.0,29.2,80.0,4.0,109,0.06054,0.0,90,-7.03976,113.914
2024-06-28,Stasiun Meteorologi Tuban,0.1,28.3,81.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-28,Stasiun Meteorologi Banyuwangi,,27.6,82.0,0.0,270,0.0,41.0,121,-8.214848016,114.3553195
2024-06-28,Stasiun Geofisika Pasuruan,7.0,22.5,90.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-28,Stasiun Meteorologi Dhoho,1.0,28.1,78.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-28,Stasiun Klimatologi Jawa Timur,0.0,26.5,74.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-28,Stasiun Geofisika Malang,11.5,28.3,77.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-28,Stasiun Geofisika Nganjuk,10.1,23.8,90.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-28,Stasiun Meteorologi Sangkapura,,29.1,81.0,7.0,105,0.24706,0.0,90,-5.8511,112.6578
2024-06-29,Stasiun Meteorologi Juanda,16.5,28.9,78.0,0.0,270,0.0,15.46908,309,-7.37235119,112.7816993
2024-06-29,Stasiun Meteorologi Perak 1,0.1,30.0,69.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-29,Stasiun Meteorologi Maritim Tanjung Perak,1.4,30.1,70.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-29,Stasiun Meteorologi Trunojoyo,0.0,29.3,78.0,4.0,121,0.04565,0.0,90,-7.03976,113.914
2024-06-29,Stasiun Meteorologi Tuban,,28.4,78.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-29,Stasiun Meteorologi Banyuwangi,0.6,27.5,78.0,0.0,270,0.0,35.0,121,-8.214848016,114.3553195
2024-06-29,Stasiun Geofisika Pasuruan,,23.4,83.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-29,Stasiun Meteorologi Dhoho,6.3,28.4,73.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-29,Stasiun Klimatologi Jawa Timur,0.0,25.7,74.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-29,Stasiun Geofisika Malang,5.0,28.3,71.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-29,Stasiun Geofisika Nganjuk,4.6,24.6,83.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-29,Stasiun Meteorologi Sangkapura,0.0,29.3,80.0,7.0,110,0.3427,0.0,90,-5.8511,112.6578
2024-06-30,Stasiun Meteorologi Juanda,,28.9,77.0,0.0,270,0.0,2.75045,269,-7.37235119,112.7816993
2024-06-30,Stasiun Meteorologi Perak 1,0.0,29.3,72.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-06-30,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.5,71.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-06-30,Stasiun Meteorologi Trunojoyo,,28.6,75.0,2.0,93,0.02878,0.0,90,-7.03976,113.914
2024-06-30,Stasiun Meteorologi Tuban,0.1,28.0,74.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-06-30,Stasiun Meteorologi Banyuwangi,0.2,27.2,76.0,0.0,270,0.0,24.0,89,-8.214848016,114.3553195
2024-06-30,Stasiun Geofisika Pasuruan,0.0,23.4,87.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-06-30,Stasiun Meteorologi Dhoho,0.0,28.6,65.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-06-30,Stasiun Klimatologi Jawa Timur,1.6,26.1,68.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
2024-06-30,Stasiun Geofisika Malang,0.0,28.5,65.0,0.0,270,0.0,0.0,90,-8.15,112.45
2024-06-30,Stasiun Geofisika Nganjuk,0.0,24.8,78.0,0.0,270,0.0,0.0,90,-7.73486,111.76682
2024-06-30,Stasiun Meteorologi Sangkapura,0.0,28.5,82.0,5.0,111,0.27038,0.0,90,-5.8511,112.6578
2024-07-01,Stasiun Meteorologi Juanda,0.0,29.0,74.0,0.0,270,0.0,16.96878,318,-7.37235119,112.7816993
2024-07-01,Stasiun Meteorologi Perak 1,0.0,29.5,67.0,0.0,270,0.0,0.0,90,-7.223150593,112.7240614
2024-07-01,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.7,67.0,0.0,270,0.0,0.0,90,-7.204320905,112.7351022
2024-07-01,Stasiun Meteorologi Trunojoyo,0.0,28.7,76.0,2.0,122,0.02203,0.0,90,-7.03976,113.914
2024-07-01,Stasiun Meteorologi Tuban,0.0,27.9,75.0,0.0,270,0.0,0.0,90,-6.8229,111.99177
2024-07-01,Stasiun Meteorologi Banyuwangi,,26.2,83.0,0.0,270,0.0,25.0,125,-8.214848016,114.3553195
2024-07-01,Stasiun Geofisika Pasuruan,,23.7,74.0,0.0,270,0.0,0.0,90,-7.639341409,112.6882624
2024-07-01,Stasiun Meteorologi Dhoho,0.0,28.5,68.0,0.0,270,0.0,0.0,90,-7.75487,111.9469
2024-07-01,Stasiun Klimatologi Jawa Timur,0.0,25.6,72.0,0.0,270,0.0,0.0,90,-7.9008,112.5979
