tanggal,stasiun,curah_hujan,suhu,kelembapan,kecepatan_angin,arah_angin,gelombang_signifikan,arus_laut,arah_arus_laut,latitude,longitude
2024-03-13,Stasiun Geofisika Nganjuk,1.0,22.5,95.0,0.0,270,0.0,19.0,100,-7.73486,111.76682
2024-03-13,Stasiun Meteorologi Sangkapura,26.5,28.9,83.0,12.0,298,0.60889,21.0,93,-5.8511,112.6578
2024-03-14,Stasiun Meteorologi Juanda,21.2,26.6,90.0,0.0,270,0.0,5.52753,96,-7.37235119,112.7816993
2024-03-14,Stasiun Meteorologi Perak 1,11.5,26.8,88.0,0.0,270,0.0,1.82532,171,-7.223150593,112.7240614
2024-03-14,Stasiun Meteorologi Maritim Tanjung Perak,6.5,26.9,88.0,0.0,270,0.0,1.82532,171,-7.204320905,112.7351022
2024-03-14,Stasiun Meteorologi Trunojoyo,96.3,26.9,90.0,6.0,290,0.04148,6.0,122,-7.03976,113.914
2024-03-14,Stasiun Meteorologi Tuban,25.6,26.4,89.0,0.0,270,0.0,18.0,131,-6.8229,111.99177
2024-03-14,Stasiun Meteorologi Banyuwangi,12.2,27.0,86.0,0.0,270,0.0,4.0,144,-8.214848016,114.3553195
2024-03-14,Stasiun Geofisika Pasuruan,64.6,21.7,94.0,0.0,270,0.0,4.0,64,-7.639341409,112.6882624
2024-03-14,Stasiun Meteorologi Dhoho,3.6,25.9,90.0,0.0,270,0.0,29.0,89,-7.75487,111.9469
2024-03-14,Stasiun Klimatologi Jawa Timur,0.8,25.5,78.0,0.0,270,0.0,4.0,64,-7.9008,112.5979
2024-03-14,Stasiun Geofisika Malang,0.4,28.7,73.0,0.0,270,0.0,15.0,125,-8.15,112.45
2024-03-14,Stasiun Geofisika Nganjuk,8.5,21.9,94.0,0.0,270,0.0,33.0,117,-7.73486,111.76682
2024-03-14,Stasiun Meteorologi Sangkapura,6.2,29.2,81.0,10.0,292,0.51886,17.0,94,-5.8511,112.6578
2024-03-15,Stasiun Meteorologi Juanda,18.0,27.6,88.0,0.0,270,0.0,7.0227,109,-7.37235119,112.7816993
2024-03-15,Stasiun Meteorologi Perak 1,6.3,27.9,84.0,0.0,270,0.0,2.55526,140,-7.223150593,112.7240614
2024-03-15,Stasiun Meteorologi Maritim Tanjung Perak,10.5,28.2,82.0,0.0,270,0.0,2.55526,140,-7.204320905,112.7351022
2024-03-15,Stasiun Meteorologi Trunojoyo,9.7,27.9,83.0,4.0,291,0.02541,7.0,124,-7.03976,113.914
2024-03-15,Stasiun Meteorologi Tuban,18.1,26.6,89.0,0.0,270,0.0,16.0,130,-6.8229,111.99177
2024-03-15,Stasiun Meteorologi Banyuwangi,24.8,27.8,85.0,0.0,270,0.0,3.0,87,-8.214848016,114.3553195
2024-03-15,Stasiun Geofisika Pasuruan,38.6,24.5,84.0,0.0,270,0.0,4.0,72,-7.639341409,112.6882624
2024-03-15,Stasiun Meteorologi Dhoho,10.2,27.5,84.0,0.0,270,0.0,11.0,66,-7.75487,111.9469
2024-03-15,Stasiun Klimatologi Jawa Timur,9.2,26.7,73.0,0.0,270,0.0,4.0,72,-7.9008,112.5979
2024-03-15,Stasiun Geofisika Malang,19.0,28.0,80.0,0.0,270,0.0,5.0,118,-8.15,112.45
2024-03-15,Stasiun Geofisika Nganjuk,39.5,24.4,84.0,0.0,270,0.0,11.0,146,-7.73486,111.76682
2024-03-15,Stasiun Meteorologi Sangkapura,0.9,,89.0,10.0,290,0.49618,16.0,93,-5.8511,112.6578
2024-03-16,Stasiun Meteorologi Juanda,5.7,28.7,84.0,0.0,270,0.0,7.49014,37,-7.37235119,112.7816993
2024-03-16,Stasiun Meteorologi Perak 1,3.5,28.5,81.0,0.0,270,0.0,3.432,82,-7.223150593,112.7240614
2024-03-16,Stasiun Meteorologi Maritim Tanjung Perak,3.0,28.9,79.0,0.0,270,0.0,3.432,82,-7.204320905,112.7351022
2024-03-16,Stasiun Meteorologi Trunojoyo,2.0,28.4,85.0,6.0,295,0.03295,6.0,122,-7.03976,113.914
2024-03-16,Stasiun Meteorologi Tuban,3.3,27.5,86.0,0.0,270,0.0,16.0,130,-6.8229,111.99177
2024-03-16,Stasiun Meteorologi Banyuwangi,12.6,28.1,82.0,0.0,270,0.0,9.0,101,-8.214848016,114.3553195
2024-03-16,Stasiun Geofisika Pasuruan,3.1,23.9,88.0,0.0,270,0.0,3.0,72,-7.639341409,112.6882624
2024-03-16,Stasiun Meteorologi Dhoho,0.2,27.9,82.0,0.0,270,0.0,6.0,68,-7.75487,111.9469
2024-03-16,Stasiun Klimatologi Jawa Timur,8.0,26.0,79.0,0.0,270,0.0,3.0,72,-7.9008,112.5979
2024-03-16,Stasiun Geofisika Malang,64.2,28.0,79.0,0.0,270,0.0,1.0,96,-8.15,112.45
2024-03-16,Stasiun Geofisika Nganjuk,10.5,24.2,87.0,0.0,270,0.0,18.0,124,-7.73486,111.76682
2024-03-16,Stasiun Meteorologi Sangkapura,26.9,28.5,84.0,10.0,288,0.51564,17.0,93,-5.8511,112.6578
2024-03-17,Stasiun Meteorologi Juanda,0.0,28.2,83.0,0.0,270,0.0,4.45389,102,-7.37235119,112.7816993
2024-03-17,Stasiun Meteorologi Perak 1,0.6,28.3,81.0,0.0,270,0.0,2.07202,127,-7.223150593,112.7240614
2024-03-17,Stasiun Meteorologi Maritim Tanjung Perak,1.2,28.5,79.0,0.0,270,0.0,2.07202,127,-7.204320905,112.7351022
2024-03-17,Stasiun Meteorologi Trunojoyo,0.1,27.5,89.0,5.0,294,0.00715,6.0,125,-7.03976,113.914
2024-03-17,Stasiun Meteorologi Tuban,12.9,26.7,89.0,0.0,270,0.0,15.0,130,-6.8229,111.99177
2024-03-17,Stasiun Meteorologi Banyuwangi,,27.9,84.0,0.0,270,0.0,7.0,114,-8.214848016,114.3553195
2024-03-17,Stasiun Geofisika Pasuruan,2.3,24.5,85.0,0.0,270,0.0,4.0,84,-7.639341409,112.6882624
2024-03-17,Stasiun Meteorologi Dhoho,3.0,27.9,82.0,0.0,270,0.0,8.0,76,-7.75487,111.9469
2024-03-17,Stasiun Klimatologi Jawa Timur,0.4,26.7,75.0,0.0,270,0.0,4.0,84,-7.9008,112.5979
2024-03-17,Stasiun Geofisika Malang,2.0,28.4,78.0,0.0,270,0.0,4.0,122,-8.15,112.45
2024-03-17,Stasiun Geofisika Nganjuk,,24.8,84.0,0.0,270,0.0,18.0,132,-7.73486,111.76682
2024-03-17,Stasiun Meteorologi Sangkapura,26.9,28.0,86.0,10.0,286,0.51444,15.0,93,-5.8511,112.6578
2024-03-18,Stasiun Meteorologi Juanda,0.5,28.5,79.0,0.0,270,0.0,4.72745,67,-7.37235119,112.7816993
2024-03-18,Stasiun Meteorologi Perak 1,0.8,28.4,82.0,0.0,270,0.0,2.64519,101,-7.223150593,112.7240614
2024-03-18,Stasiun Meteorologi Maritim Tanjung Perak,1.1,28.5,81.0,0.0,270,0.0,2.64519,101,-7.204320905,112.7351022
2024-03-18,Stasiun Meteorologi Trunojoyo,18.6,27.6,87.0,5.0,288,0.00873,5.0,125,-7.03976,113.914
2024-03-18,Stasiun Meteorologi Tuban,30.6,27.0,89.0,0.0,270,0.0,13.0,130,-6.8229,111.99177
2024-03-18,Stasiun Meteorologi Banyuwangi,9.0,27.7,82.0,0.0,270,0.0,8.0,105,-8.214848016,114.3553195
2024-03-18,Stasiun Geofisika Pasuruan,,24.2,84.0,0.0,270,0.0,3.0,81,-7.639341409,112.6882624
2024-03-18,Stasiun Meteorologi Dhoho,0.0,27.7,78.0,0.0,270,0.0,7.0,73,-7.75487,111.9469
2024-03-18,Stasiun Klimatologi Jawa Timur,0.2,27.2,68.0,0.0,270,0.0,3.0,81,-7.9008,112.5979
2024-03-18,Stasiun Geofisika Malang,2.8,29.2,69.0,0.0,270,0.0,4.0,128,-8.15,112.45
2024-03-18,Stasiun Geofisika Nganjuk,0.5,24.5,82.0,0.0,270,0.0,12.0,125,-7.73486,111.76682
2024-03-18,Stasiun Meteorologi Sangkapura,2.6,27.7,87.0,9.0,282,0.47195,13.0,93,-5.8511,112.6578
2024-03-19,Stasiun Meteorologi Juanda,,29.4,77.0,0.0,270,0.0,3.25454,44,-7.37235119,112.7816993
2024-03-19,Stasiun Meteorologi Perak 1,0.0,29.6,78.0,0.0,270,0.0,2.21233,85,-7.223150593,112.7240614
2024-03-19,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.3,75.0,0.0,270,0.0,2.21233,85,-7.204320905,112.7351022
2024-03-19,Stasiun Meteorologi Trunojoyo,0.1,28.8,83.0,3.0,293,0.00754,4.0,125,-7.03976,113.914
2024-03-19,Stasiun Meteorologi Tuban,0.1,27.9,84.0,0.0,270,0.0,10.0,131,-6.8229,111.99177
2024-03-19,Stasiun Meteorologi Banyuwangi,0.4,28.6,76.0,0.0,270,0.0,13.0,134,-8.214848016,114.3553195
2024-03-19,Stasiun Geofisika Pasuruan,,23.5,86.0,0.0,270,0.0,2.0,102,-7.639341409,112.6882624
2024-03-19,Stasiun Meteorologi Dhoho,0.0,28.7,72.0,0.0,270,0.0,7.0,60,-7.75487,111.9469
2024-03-19,Stasiun Klimatologi Jawa Timur,,27.0,72.0,0.0,270,0.0,2.0,102,-7.9008,112.5979
2024-03-19,Stasiun Geofisika Malang,0.0,29.6,71.0,0.0,270,0.0,3.0,109,-8.15,112.45
2024-03-19,Stasiun Geofisika Nganjuk,,25.4,70.0,0.0,270,0.0,12.0,119,-7.73486,111.76682
2024-03-19,Stasiun Meteorologi Sangkapura,7.0,28.8,85.0,8.0,284,0.35628,11.0,93,-5.8511,112.6578
2024-03-20,Stasiun Meteorologi Juanda,4.0,29.6,78.0,0.0,270,0.0,2.17337,82,-7.37235119,112.7816993
2024-03-20,Stasiun Meteorologi Perak 1,0.0,29.7,77.0,0.0,270,0.0,1.39546,104,-7.223150593,112.7240614
2024-03-20,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.3,74.0,0.0,270,0.0,1.39546,104,-7.204320905,112.7351022
2024-03-20,Stasiun Meteorologi Trunojoyo,0.1,28.1,85.0,2.0,299,0.00318,4.0,123,-7.03976,113.914
2024-03-20,Stasiun Meteorologi Tuban,0.0,28.5,83.0,0.0,270,0.0,10.0,133,-6.8229,111.99177
2024-03-20,Stasiun Meteorologi Banyuwangi,0.0,28.4,77.0,0.0,270,0.0,4.0,168,-8.214848016,114.3553195
2024-03-20,Stasiun Geofisika Pasuruan,0.0,23.7,87.0,0.0,270,0.0,1.0,97,-7.639341409,112.6882624
2024-03-20,Stasiun Meteorologi Dhoho,0.0,28.8,75.0,0.0,270,0.0,8.0,61,-7.75487,111.9469
2024-03-20,Stasiun Klimatologi Jawa Timur,0.0,27.2,70.0,0.0,270,0.0,1.0,97,-7.9008,112.5979
2024-03-20,Stasiun Geofisika Malang,0.0,30.1,67.0,0.0,270,0.0,4.0,113,-8.15,112.45
2024-03-20,Stasiun Geofisika Nganjuk,,25.1,82.0,0.0,270,0.0,11.0,120,-7.73486,111.76682
2024-03-20,Stasiun Meteorologi Sangkapura,1.5,29.2,83.0,6.0,284,0.24894,12.0,93,-5.8511,112.6578
2024-03-21,Stasiun Meteorologi Juanda,0.0,29.4,76.0,0.0,270,0.0,2.71025,25,-7.37235119,112.7816993
2024-03-21,Stasiun Meteorologi Perak 1,0.6,29.5,76.0,0.0,270,0.0,1.51745,73,-7.223150593,112.7240614
2024-03-21,Stasiun Meteorologi Maritim Tanjung Perak,,30.3,72.0,0.0,270,0.0,1.51745,73,-7.204320905,112.7351022
2024-03-21,Stasiun Meteorologi Trunojoyo,10.2,28.3,86.0,3.0,288,0.00258,3.0,119,-7.03976,113.914
2024-03-21,Stasiun Meteorologi Tuban,,27.1,88.0,0.0,270,0.0,9.0,132,-6.8229,111.99177
2024-03-21,Stasiun Meteorologi Banyuwangi,,28.2,82.0,0.0,270,0.0,8.0,136,-8.214848016,114.3553195
2024-03-21,Stasiun Geofisika Pasuruan,2.4,22.5,93.0,0.0,270,0.0,1.0,108,-7.639341409,112.6882624
2024-03-21,Stasiun Meteorologi Dhoho,0.0,27.8,81.0,0.0,270,0.0,6.0,13,-7.75487,111.9469
2024-03-21,Stasiun Klimatologi Jawa Timur,1.0,25.6,79.0,0.0,270,0.0,1.0,108,-7.9008,112.5979
2024-03-21,Stasiun Geofisika Malang,0.0,27.4,81.0,0.0,270,0.0,1.0,78,-8.15,112.45
2024-03-21,Stasiun Geofisika Nganjuk,10.5,24.3,84.0,0.0,270,0.0,3.0,2,-7.73486,111.76682
2024-03-21,Stasiun Meteorologi Sangkapura,0.0,29.0,84.0,7.0,278,0.28677,12.0,93,-5.8511,112.6578
2024-03-22,Stasiun Meteorologi Juanda,0.0,29.8,78.0,0.0,270,0.0,1.76133,7,-7.37235119,112.7816993
2024-03-22,Stasiun Meteorologi Perak 1,0.0,30.4,74.0,0.0,270,0.0,0.35512,98,-7.223150593,112.7240614
2024-03-22,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.5,74.0,0.0,270,0.0,0.35512,98,-7.204320905,112.7351022
2024-03-22,Stasiun Meteorologi Trunojoyo,0.0,29.0,83.0,1.0,134,0.00437,2.0,111,-7.03976,113.914
2024-03-22,Stasiun Meteorologi Tuban,16.6,28.6,83.0,0.0,270,0.0,5.0,115,-6.8229,111.99177
2024-03-22,Stasiun Meteorologi Banyuwangi,32.4,28.0,81.0,0.0,270,0.0,10.0,92,-8.214848016,114.3553195
2024-03-22,Stasiun Geofisika Pasuruan,32.3,22.3,92.0,0.0,270,0.0,2.0,268,-7.639341409,112.6882624
2024-03-22,Stasiun Meteorologi Dhoho,0.1,29.0,74.0,0.0,270,0.0,7.0,34,-7.75487,111.9469
2024-03-22,Stasiun Klimatologi Jawa Timur,3.6,25.5,83.0,0.0,270,0.0,2.0,268,-7.9008,112.5979
2024-03-22,Stasiun Geofisika Malang,24.5,27.6,84.0,0.0,270,0.0,3.0,67,-8.15,112.45
2024-03-22,Stasiun Geofisika Nganjuk,,24.8,85.0,0.0,270,0.0,4.0,354,-7.73486,111.76682
2024-03-22,Stasiun Meteorologi Sangkapura,,29.0,82.0,3.0,257,0.16483,8.0,88,-5.8511,112.6578
2024-03-23,Stasiun Meteorologi Juanda,0.0,30.2,77.0,0.0,270,0.0,2.10426,183,-7.37235119,112.7816993
2024-03-23,Stasiun Meteorologi Perak 1,0.0,30.3,74.0,0.0,270,0.0,0.99559,162,-7.223150593,112.7240614
2024-03-23,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.5,73.0,0.0,270,0.0,0.99559,162,-7.204320905,112.7351022
2024-03-23,Stasiun Meteorologi Trunojoyo,0.0,29.5,80.0,2.0,114,0.00357,2.0,129,-7.03976,113.914
2024-03-23,Stasiun Meteorologi Tuban,0.0,28.9,82.0,0.0,270,0.0,0.0,348,-6.8229,111.99177
2024-03-23,Stasiun Meteorologi Banyuwangi,2.4,28.4,78.0,0.0,270,0.0,9.0,132,-8.214848016,114.3553195
2024-03-23,Stasiun Geofisika Pasuruan,16.0,23.6,90.0,0.0,270,0.0,2.0,235,-7.639341409,112.6882624
2024-03-23,Stasiun Meteorologi Dhoho,0.0,29.6,69.0,0.0,270,0.0,5.0,353,-7.75487,111.9469
2024-03-23,Stasiun Klimatologi Jawa Timur,0.9,27.1,73.0,0.0,270,0.0,2.0,235,-7.9008,112.5979
2024-03-23,Stasiun Geofisika Malang,30.2,29.3,71.0,0.0,270,0.0,2.0,25,-8.15,112.45
2024-03-23,Stasiun Geofisika Nganjuk,,25.5,78.0,0.0,270,0.0,3.0,287,-7.73486,111.76682
2024-03-23,Stasiun Meteorologi Sangkapura,0.0,29.4,83.0,4.0,123,0.05127,3.0,72,-5.8511,112.6578
2024-03-24,Stasiun Meteorologi Juanda,0.0,29.6,79.0,0.0,270,0.0,2.28268,142,-7.37235119,112.7816993
2024-03-24,Stasiun Meteorologi Perak 1,0.0,29.9,75.0,0.0,270,0.0,0.91979,120,-7.223150593,112.7240614
2024-03-24,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.3,74.0,0.0,270,0.0,0.91979,120,-7.204320905,112.7351022
2024-03-24,Stasiun Meteorologi Trunojoyo,0.0,29.3,81.0,1.0,90,0.00218,2.0,118,-7.03976,113.914
2024-03-24,Stasiun Meteorologi Tuban,,29.0,82.0,0.0,270,0.0,1.0,141,-6.8229,111.99177
2024-03-24,Stasiun Meteorologi Banyuwangi,19.4,28.8,74.0,0.0,270,0.0,10.0,114,-8.214848016,114.3553195
2024-03-24,Stasiun Geofisika Pasuruan,5.5,24.2,87.0,0.0,270,0.0,1.0,106,-7.639341409,112.6882624
2024-03-24,Stasiun Meteorologi Dhoho,0.0,28.2,78.0,0.0,270,0.0,9.0,67,-7.75487,111.9469
2024-03-24,Stasiun Klimatologi Jawa Timur,0.1,26.1,78.0,0.0,270,0.0,1.0,106,-7.9008,112.5979
2024-03-24,Stasiun Geofisika Malang,0.0,28.9,74.0,0.0,270,0.0,5.0,103,-8.15,112.45
2024-03-24,Stasiun Geofisika Nganjuk,,25.4,80.0,0.0,270,0.0,2.0,73,-7.73486,111.76682
2024-03-24,Stasiun Meteorologi Sangkapura,0.0,29.0,83.0,4.0,96,0.01875,1.0,283,-5.8511,112.6578
2024-03-25,Stasiun Meteorologi Juanda,0.0,29.5,81.0,0.0,270,0.0,1.10182,175,-7.37235119,112.7816993
2024-03-25,Stasiun Meteorologi Perak 1,0.0,29.7,76.0,0.0,270,0.0,0.42808,216,-7.223150593,112.7240614
2024-03-25,Stasiun Meteorologi Maritim Tanjung Perak,0.0,30.0,76.0,0.0,270,0.0,0.42808,216,-7.204320905,112.7351022
2024-03-25,Stasiun Meteorologi Trunojoyo,,28.5,85.0,1.0,88,0.00238,1.0,122,-7.03976,113.914
2024-03-25,Stasiun Meteorologi Tuban,0.0,29.0,80.0,0.0,270,0.0,4.0,314,-6.8229,111.99177
2024-03-25,Stasiun Meteorologi Banyuwangi,,27.9,80.0,0.0,270,0.0,4.0,164,-8.214848016,114.3553195
2024-03-25,Stasiun Geofisika Pasuruan,5.5,20.4,96.0,0.0,270,0.0,1.0,157,-7.639341409,112.6882624
2024-03-25,Stasiun Meteorologi Dhoho,0.0,29.1,73.0,0.0,270,0.0,6.0,324,-7.75487,111.9469
2024-03-25,Stasiun Klimatologi Jawa Timur,21.5,26.4,75.0,0.0,270,0.0,1.0,157,-7.9008,112.5979
2024-03-25,Stasiun Geofisika Malang,0.0,28.1,77.0,0.0,270,0.0,1.0,355,-8.15,112.45
2024-03-25,Stasiun Geofisika Nganjuk,0.5,25.0,84.0,0.0,270,0.0,5.0,300,-7.73486,111.76682
2024-03-25,Stasiun Meteorologi Sangkapura,0.0,28.3,87.0,3.0,110,0.00831,1.0,204,-5.8511,112.6578
2024-03-26,Stasiun Meteorologi Juanda,0.5,29.6,76.0,0.0,270,0.0,3.17819,206,-7.37235119,112.7816993
2024-03-26,Stasiun Meteorologi Perak 1,0.0,30.4,71.0,0.0,270,0.0,0.87413,239,-7.223150593,112.7240614
2024-03-26,Stasiun Meteorologi Maritim Tanjung Perak,0.1,30.8,70.0,0.0,270,0.0,0.87413,239,-7.204320905,112.7351022
2024-03-26,Stasiun Meteorologi Trunojoyo,0.0,29.4,78.0,2.0,113,0.00853,1.0,239,-7.03976,113.914
2024-03-26,Stasiun Meteorologi Tuban,,28.8,81.0,0.0,270,0.0,8.0,312,-6.8229,111.99177
2024-03-26,Stasiun Meteorologi Banyuwangi,20.0,28.4,71.0,0.0,270,0.0,5.0,239,-8.214848016,114.3553195
2024-03-26,Stasiun Geofisika Pasuruan,,23.6,83.0,0.0,270,0.0,2.0,233,-7.639341409,112.6882624
2024-03-26,Stasiun Meteorologi Dhoho,0.0,29.4,69.0,0.0,270,0.0,4.0,328,-7.75487,111.9469
2024-03-26,Stasiun Klimatologi Jawa Timur,0.0,24.9,81.0,0.0,270,0.0,2.0,233,-7.9008,112.5979
2024-03-26,Stasiun Geofisika Malang,2.0,28.5,70.0,0.0,270,0.0,2.0,27,-8.15,112.45
2024-03-26,Stasiun Geofisika Nganjuk,20.0,25.0,86.0,0.0,270,0.0,2.0,278,-7.73486,111.76682
2024-03-26,Stasiun Meteorologi Sangkapura,0.1,28.9,85.0,6.0,111,0.07488,7.0,266,-5.8511,112.6578
2024-03-27,Stasiun Meteorologi Juanda,0.0,30.6,69.0,0.0,270,0.0,1.96001,52,-7.37235119,112.7816993
2024-03-27,Stasiun Meteorologi Perak 1,0.0,31.0,65.0,0.0,270,0.0,0.70132,94,-7.223150593,112.7240614
2024-03-27,Stasiun Meteorologi Maritim Tanjung Perak,0.0,31.4,64.0,0.0,270,0.0,0.70132,94,-7.204320905,112.7351022
2024-03-27,Stasiun Meteorologi Trunojoyo,0.0,29.2,79.0,1.0,156,0.00992,2.0,107,-7.03976,113.914
2024-03-27,Stasiun Meteorologi Tuban,0.1,28.9,77.0,0.0,270,0.0,6.0,305,-6.8229,111.99177
2024-03-27,Stasiun Meteorologi Banyuwangi,,28.5,74.0,0.0,270,0.0,6.0,196,-8.214848016,114.3553195
2024-03-27,Stasiun Geofisika Pasuruan,0.1,23.2,88.0,0.0,270,0.0,1.0,102,-7.639341409,112.6882624
2024-03-27,Stasiun Meteorologi Dhoho,0.0,29.1,69.0,0.0,270,0.0,4.0,48,-7.75487,111.9469
2024-03-27,Stasiun Klimatologi Jawa Timur,8.3,26.2,74.0,0.0,270,0.0,1.0,102,-7.9008,112.5979
2024-03-27,Stasiun Geofisika Malang,0.1,29.1,68.0,0.0,270,0.0,3.0,94,-8.15,112.45
2024-03-27,Stasiun Geofisika Nganjuk,,25.2,83.0,0.0,270,0.0,3.0,256,-7.73486,111.76682
2024-03-27,Stasiun Meteorologi Sangkapura,1.5,28.9,83.0,4.0,121,0.08164,1.0,156,-5.8511,112.6578
2024-03-28,Stasiun Meteorologi Juanda,0.0,28.1,85.0,0.0,270,0.0,1.62387,135,-7.37235119,112.7816993
2024-03-28,Stasiun Meteorologi Perak 1,0.0,29.3,76.0,0.0,270,0.0,1.55005,111,-7.223150593,112.7240614
2024-03-28,Stasiun Meteorologi Maritim Tanjung Perak,0.0,29.9,73.0,0.0,270,0.0,1.55005,111,-7.204320905,112.7351022
2024-03-28,Stasiun Meteorologi Trunojoyo,,28.4,85.0,1.0,266,0.00576,2.0,120,-7.03976,113.914
2024-03-28,Stasiun Meteorologi Tuban,7.8,27.7,84.0,0.0,270,0.0,3.0,275,-6.8229,111.99177
2024-03-28,Stasiun Meteorologi Banyuwangi,,27.9,82.0,0.0,270,0.0,8.0,245,-8.214848016,114.3553195
2024-03-28,Stasiun Geofisika Pasuruan,,23.1,91.0,0.0,270,0.0,1.0,228,-7.639341409,112.6882624
2024-03-28,Stasiun Meteorologi Dhoho,0.0,27.1,85.0,0.0,270,0.0,3.0,22,-7.75487,111.9469
2024-03-28,Stasiun Klimatologi Jawa Timur,0.1,25.1,83.0,0.0,270,0.0,1.0,228,-7.9008,112.5979
2024-03-28,Stasiun Geofisika Malang,0.0,27.0,82.0,0.0,270,0.0,3.0,35,-8.15,112.45
2024-03-28,Stasiun Geofisika Nganjuk,,23.3,91.0,0.0,270,0.0,3.0,268,-7.73486,111.76682
2024-03-28,Stasiun Meteorologi Sangkapura,0.0,27.8,87.0,2.0,259,0.04636,5.0,98,-5.8511,112.6578
2024-03-29,Stasiun Meteorologi Juanda,1.5,29.6,79.0,0.0,270,0.0,1.63418,157,-7.37235119,112.7816993
2024-03-29,Stasiun Meteorologi Perak 1,,30.2,74.0,0.0,270,0.0,0.6089,125,-7.223150593,112.7240614
2024-03-29,Stasiun Meteorologi Maritim Tanjung Perak,,30.6,74.0,0.0,270,0.0,0.6089,125,-7.204320905,112.7351022
2024-03-29,Stasiun Meteorologi Trunojoyo,12.4,29.3,83.0,1.0,90,0.00357,1.0,138,-7.03976,113.914
2024-03-29,Stasiun Meteorologi Tuban,,28.6,83.0,0.0,270,0.0,3.0,287,-6.8229,111.99177
2024-03-29,Stasiun Meteorologi Banyuwangi,7.6,28.9,76.0,0.0,270,0.0,3.0,107,-8.214848016,114.3553195
2024-03-29,Stasiun Geofisika Pasuruan,1.5,23.4,90.0,0.0,270,0.0,1.0,228,-7.639341409,112.6882624
2024-03-29,Stasiun Meteorologi Dhoho,0.0,29.2,74.0,0.0,270,0.0,3.0,13,-7.75487,111.9469
2024-03-29,Stasiun Klimatologi Jawa Timur,3.1,25.6,82.0,0.0,270,0.0,1.0,228,-7.9008,112.5979
2024-03-29,Stasiun Geofisika Malang,9.5,28.8,74.0,0.0,270,0.0,3.0,27,-8.15,112.45
2024-03-29,Stasiun Geofisika Nganjuk,51.5,24.4,88.0,0.0,270,0.0,2.0,307,-7.73486,111.76682
2024-03-29,Stasiun Meteorologi Sangkapura,9.3,29.4,82.0,1.0,130,0.03567,1.0,58,-5.8511,112.6578
2024-03-30,Stasiun Meteorologi Juanda,0.0,30.5,76.0,0.0,270,0.0,3.41579,175,-7.37235119,112.7816993
2024-03-30,Stasiun Meteorologi Perak 1,0.2,31.3,70.0,0.0,270,0.0,0.66619,167,-7.223150593,112.7240614
2024-03-30,Stasiun Meteorologi Maritim Tanjung Perak,0.2,31.4,71.0,0.0,270,0.0,0.66619,167,-7.204320905,112.7351022
2024-03-30,Stasiun Meteorologi Trunojoyo,0.0,29.5,81.0,3.0,106,0.00655,1.0,253,-7.03976,113.914
2024-03-30,Stasiun Meteorologi Tuban,0.0,29.5,80.0,0.0,270,0.0,5.0,300,-6.8229,111.99177
2024-03-30,Stasiun Meteorologi Banyuwangi,,29.0,76.0,0.0,270,0.0,11.0,251,-8.214848016,114.3553195
2024-03-30,Stasiun Geofisika Pasuruan,7.3,23.5,90.0,0.0,270,0.0,1.0,180,-7.639341409,112.6882624
2024-03-30,Stasiun Meteorologi Dhoho,0.0,29.7,74.0,0.0,270,0.0,3.0,336,-7.75487,111.9469
2024-03-30,Stasiun Klimatologi Jawa Timur,35.1,26.9,78.0,0.0,270,0.0,1.0,180,-7.9008,112.5979
2024-03-30,Stasiun Geofisika Malang,0.0,29.7,72.0,0.0,270,0.0,3.0,13,-8.15,112.45
2024-03-30,Stasiun Geofisika Nganjuk,2.5,25.9,80.0,0.0,270,0.0,6.0,283,-7.73486,111.76682
2024-03-30,Stasiun Meteorologi Sangkapura,,29.6,84.0,6.0,109,0.13265,8.0,274,-5.8511,112.6578
2024-03-31,Stasiun Meteorologi Juanda,,30.5,78.0,0.0,270,0.0,2.98978,142,-7.37235119,112.7816993
2024-03-31,Stasiun Meteorologi Perak 1,0.1,30.6,76.0,0.0,270,0.0,1.16696,121,-7.223150593,112.7240614
2024-03-31,Stasiun Meteorologi Maritim Tanjung Perak,7.1,31.0,75.0,0.0,270,0.0,1.16696,121,-7.204320905,112.7351022
2024-03-31,Stasiun Meteorologi Trunojoyo,,29.9,80.0,2.0,135,0.01826,1.0,128,-7.03976,113.914
2024-03-31,Stasiun Meteorologi Tuban,0.1,29.3,79.0,0.0,270,0.0,4.0,326,-6.8229,111.99177
2024-03-31,Stasiun Meteorologi Banyuwangi,0.1,28.2,82.0,0.0,270,0.0,2.0,98,-8.214848016,114.3553195
2024-03-31,Stasiun Geofisika Pasuruan,,25.6,84.0,0.0,270,0.0,2.0,115,-7.639341409,112.6882624
2024-03-31,Stasiun Meteorologi Dhoho,0.0,29.5,73.0,0.0,270,0.0,2.0,53,-7.75487,111.9469
2024-03-31,Stasiun Klimatologi Jawa Timur,15.8,26.6,80.0,0.0,270,0.0,2.0,115,-7.9008,112.5979
2024-03-31,Stasiun Geofisika Malang,0.0,29.1,74.0,0.0,270,0.0,2.0,42,-8.15,112.45
